70 & 300 & 0.49287 & 221 & 0.15105 & 33 & 0.09928 & 43 & 0.30105 & 145 \\
80 & 300 & 0.48 & 213 & 0.12981 & 33 & 0.17023 & 42 & 0.29491 & 104 \\
90 & 300 & 0.33966 & 210 & 0.0956 & 29 & 0.08743 & 38 & 0.14953 & 80 \\
100 & 300 & 0.32037 & 221 & 0.01968 & 6 & 0.25971 & 205 & 0.22784 & 95 \\
10 & 300 & 0.79754 & 257 & 0.6356 & 107 & 0.49651 & 116 & 0.38639 & 139 \\
20 & 300 & 0.60495 & 287 & 0.38932 & 80 & 0.43424 & 76 & 0.33512 & 131 \\
30 & 300 & 0.65998 & 243 & 0.37762 & 76 & 0.37094 & 84 & 0.2293 & 116 \\
40 & 300 & 0.67459 & 238 & 0.28727 & 58 & 0.35899 & 81 & 0.35294 & 134 \\
50 & 300 & 0.84233 & 234 & 0.27359 & 65 & 0.14191 & 55 & 0.15043 & 96 \\
60 & 300 & 0.51896 & 231 & 0.17157 & 44 & 0.23077 & 52 & 0.27175 & 102 \\
70 & 300 & 0.36642 & 228 & 0.13799 & 45 & 0.04394 & 29 & 0.12273 & 87 \\
80 & 300 & 0.40887 & 223 & 0.1021 & 24 & 0.10009 & 42 & 0.15749 & 100 \\
90 & 300 & 0.34144 & 227 & 0.10632 & 31 & 0.0818 & 32 & 0.11792 & 83 \\
100 & 300 & 0.61296 & 225 & 0.15257 & 31 & 0.05853 & 26 & 0.10421 & 81 \\
10 & 300 & 1.07729 & 267 & 0.44314 & 101 & 0.59685 & 123 & 0.34299 & 125 \\
20 & 300 & 0.72018 & 251 & 0.56093 & 99 & 0.23504 & 84 & 0.35131 & 141 \\
30 & 300 & 1.07385 & 232 & 0.31446 & 70 & 0.26395 & 63 & 0.80889 & 407 \\
40 & 300 & 0.4935 & 237 & 0.31532 & 69 & 0.34234 & 73 & 0.298 & 128 \\
50 & 300 & 0.64527 & 228 & 0.24915 & 55 & 0.07133 & 46 & 0.17781 & 123 \\
60 & 300 & 0.41692 & 207 & 0.25324 & 48 & 0.09503 & 44 & 0.20264 & 96 \\
70 & 300 & 0.40411 & 242 & 0.15056 & 34 & 0.05465 & 38 & 0.22052 & 101 \\
80 & 300 & 0.87715 & 239 & 0.14749 & 30 & 0.08231 & 34 & 0.18257 & 101 \\
90 & 300 & 0.65513 & 216 & 0.08297 & 21 & 0.02102 & 14 & 0.23634 & 103 \\
100 & 300 & 0.31611 & 218 & 0.13309 & 26 & 0.08049 & 27 & 0.18444 & 87 \\
10 & 300 & 0.8129 & 256 & 0.67672 & 119 & 0.25242 & 98 & 0.46977 & 158 \\
20 & 300 & 0.51968 & 243 & 0.4629 & 108 & 0.4826 & 87 & 0.32251 & 139 \\
30 & 300 & 0.77896 & 246 & 0.28375 & 72 & 0.46504 & 74 & 0.28307 & 122 \\
40 & 300 & 0.64073 & 234 & 0.29689 & 60 & 0.18624 & 61 & 0.29153 & 112 \\
50 & 300 & 0.75355 & 218 & 0.24068 & 51 & 0.18514 & 48 & 0.29778 & 129 \\
60 & 300 & 0.51574 & 228 & 0.15362 & 41 & 0.18047 & 55 & 0.14357 & 91 \\
70 & 300 & 0.47171 & 221 & 0.14867 & 40 & 0.10544 & 42 & 0.2009 & 116 \\
80 & 300 & 0.8781 & 219 & 0.08834 & 23 & 0.07028 & 46 & 0.22537 & 142 \\
90 & 300 & 0.43932 & 224 & 0.04868 & 20 & 0.0569 & 30 & 0.1568 & 90 \\
100 & 300 & 0.60646 & 252 & 0.11333 & 33 & 0.08974 & 38 & 0.44941 & 248 \\
10 & 300 & 0.72048 & 264 & 0.46948 & 91 & 0.75172 & 150 & 0.45433 & 150 \\
20 & 300 & 0.75678 & 219 & 0.37232 & 74 & 0.33585 & 79 & 0.34106 & 151 \\
30 & 300 & 1.02108 & 244 & 0.23013 & 68 & 0.28033 & 73 & 0.28778 & 116 \\
40 & 300 & 0.61316 & 219 & 0.2148 & 51 & 0.15909 & 54 & 0.19051 & 100 \\
50 & 300 & 0.51177 & 283 & 0.20081 & 55 & 0.30202 & 57 & 0.26918 & 159 \\
60 & 300 & 0.85535 & 228 & 0.13726 & 43 & 0.12564 & 58 & 0.17511 & 97 \\
70 & 300 & 0.44075 & 238 & 0.13456 & 24 & 0.10171 & 35 & 0.14135 & 103 \\
80 & 300 & 1.11557 & 216 & 0.09999 & 25 & 0.14035 & 45 & 0.08722 & 69 \\
90 & 300 & 0.30818 & 314 & 0.09332 & 26 & 0.07877 & 31 & 0.12722 & 90 \\
100 & 300 & 0.26749 & 227 & 0.03533 & 10 & 0.02586 & 17 & 0.13843 & 77 \\
10 & 400 & 0.93995 & 323 & 0.66921 & 147 & 0.41977 & 142 & 0.41735 & 162 \\
20 & 400 & 0.61131 & 260 & 0.73332 & 131 & 0.43516 & 112 & 0.47689 & 164 \\
30 & 400 & 0.41699 & 261 & 0.40892 & 104 & 0.23612 & 109 & 0.19109 & 134 \\
40 & 400 & 0.5953 & 252 & 0.27728 & 76 & 0.26994 & 84 & 0.20344 & 132 \\
50 & 400 & 0.69097 & 263 & 0.25786 & 74 & 0.07966 & 54 & 0.23213 & 138 \\
60 & 400 & 0.62498 & 245 & 0.11029 & 44 & 0.10442 & 52 & 0.22577 & 127 \\
70 & 400 & 0.33393 & 249 & 0.19173 & 57 & 0.16754 & 57 & 0.17409 & 125 \\
80 & 400 & 0.98039 & 246 & 0.07965 & 29 & 0.02666 & 17 & 0.32109 & 194 \\
90 & 400 & 0.74223 & 245 & 0.1637 & 51 & 0.0477 & 31 & 0.20958 & 114 \\
100 & 400 & 0.38693 & 235 & 0.08378 & 25 & 0.17563 & 43 & 0.15585 & 102 \\
10 & 400 & 0.92696 & 272 & 0.7739 & 131 & 0.59994 & 131 & 0.44225 & 154 \\
20 & 400 & 0.88365 & 266 & 0.44144 & 119 & 0.62774 & 119 & 0.32966 & 152 \\
30 & 400 & 0.57579 & 269 & 0.53963 & 124 & 0.23165 & 96 & 0.32191 & 120 \\
40 & 400 & 0.97902 & 258 & 0.2927 & 89 & 0.32336 & 94 & 0.26116 & 127 \\
50 & 400 & 0.56255 & 278 & 0.30006 & 94 & 0.13737 & 88 & 0.33257 & 145 \\
60 & 400 & 0.48231 & 260 & 0.16948 & 54 & 0.17532 & 84 & 0.231 & 134 \\
70 & 400 & 0.34876 & 244 & 0.19176 & 54 & 0.06146 & 40 & 0.29472 & 120 \\
80 & 400 & 0.43665 & 241 & 0.15395 & 45 & 0.13772 & 52 & 0.27214 & 135 \\
90 & 400 & 0.37231 & 248 & 0.05084 & 16 & 0.07334 & 48 & 0.17517 & 105 \\
100 & 400 & 0.90963 & 275 & 0.05728 & 22 & 0.02468 & 17 & 0.10372 & 77 \\
10 & 400 & 1.02258 & 321 & 0.65981 & 132 & 0.71639 & 160 & 0.40624 & 165 \\
20 & 400 & 0.8193 & 292 & 0.38833 & 110 & 0.5461 & 115 & 0.36456 & 161 \\
30 & 400 & 0.4364 & 279 & 0.42338 & 129 & 0.34256 & 111 & 0.55529 & 279 \\
40 & 400 & 0.72119 & 242 & 0.36701 & 105 & 0.21618 & 93 & 0.69142 & 339 \\
50 & 400 & 1.22464 & 238 & 0.21668 & 70 & 0.18491 & 67 & 0.21491 & 136 \\
60 & 400 & 0.40718 & 257 & 0.18153 & 68 & 0.19959 & 88 & 0.26881 & 121 \\
70 & 400 & 0.43995 & 239 & 0.17216 & 37 & 0.04325 & 28 & 0.20027 & 117 \\
80 & 400 & 0.62653 & 240 & 0.01886 & 8 & 0.02629 & 18 & 0.16131 & 114 \\
90 & 400 & 0.37129 & 237 & 0.10114 & 30 & 0.12078 & 57 & 0.10413 & 78 \\
100 & 400 & 0.49865 & 249 & 0.0302 & 13 & 0.03884 & 26 & 0.14811 & 104 \\
10 & 400 & 0.83177 & 302 & 0.71703 & 150 & 0.6134 & 141 & 0.45322 & 176 \\
20 & 400 & 0.59066 & 262 & 0.55759 & 121 & 0.3661 & 121 & 0.3904 & 163 \\
30 & 400 & 0.88444 & 258 & 0.43504 & 85 & 0.4482 & 122 & 0.37365 & 153 \\
40 & 400 & 0.66253 & 254 & 0.4081 & 104 & 0.15749 & 106 & 0.44145 & 145 \\
50 & 400 & 0.60077 & 455 & 0.32437 & 92 & 0.15261 & 84 & 0.19471 & 133 \\
60 & 400 & 0.57626 & 280 & 0.24617 & 65 & 0.35853 & 283 & 0.22679 & 137 \\
70 & 400 & 0.84625 & 249 & 0.21658 & 54 & 0.07848 & 52 & 0.18599 & 113 \\
80 & 400 & 0.7276 & 559 & 0.11612 & 34 & 0.06501 & 45 & 0.17792 & 127 \\
90 & 400 & 0.88292 & 236 & 0.08438 & 27 & 0.04631 & 31 & 0.2108 & 95 \\
100 & 400 & 0.52119 & 247 & 0.13516 & 48 & 0.06173 & 42 & 0.13804 & 101 \\
10 & 400 & 1.09529 & 250 & 0.67294 & 141 & 0.83947 & 168 & 0.40726 & 179 \\
20 & 400 & 0.72187 & 265 & 0.66594 & 143 & 0.57387 & 126 & 0.41885 & 157 \\
30 & 400 & 0.57498 & 260 & 0.40478 & 103 & 0.30146 & 108 & 0.20894 & 146 \\
40 & 400 & 0.61056 & 264 & 0.26937 & 86 & 0.20547 & 74 & 0.37799 & 185 \\
50 & 400 & 0.6779 & 266 & 0.20047 & 61 & 0.06593 & 43 & 0.31257 & 147 \\
60 & 400 & 0.58429 & 257 & 0.21926 & 66 & 0.10323 & 68 & 0.19212 & 125 \\
70 & 400 & 0.53534 & 248 & 0.14433 & 46 & 0.08707 & 58 & 0.64309 & 333 \\
80 & 400 & 0.43704 & 226 & 0.15423 & 47 & 0.07433 & 52 & 0.19564 & 105 \\
90 & 400 & 0.6986 & 255 & 0.1709 & 46 & 0.06304 & 34 & 0.11513 & 86 \\
100 & 400 & 0.42198 & 232 & 0.00084 & 1 & 0.09319 & 64 & 0.117 & 85 \\
10 & 500 & 1.07526 & 292 & 0.8856 & 177 & 0.55208 & 176 & 0.52035 & 191 \\
20 & 500 & 0.9495 & 305 & 0.52764 & 153 & 0.54885 & 132 & 0.40734 & 176 \\
30 & 500 & 0.97873 & 306 & 0.53027 & 144 & 0.74185 & 450 & 0.38981 & 172 \\
40 & 500 & 0.57345 & 279 & 0.42029 & 111 & 0.26905 & 135 & 0.28682 & 154 \\
50 & 500 & 0.58985 & 299 & 0.33596 & 94 & 0.12944 & 86 & 0.29638 & 158 \\
60 & 500 & 0.38869 & 274 & 0.20441 & 58 & 0.25525 & 100 & 0.19418 & 126 \\
70 & 500 & 0.59234 & 268 & 0.06504 & 42 & 0.08242 & 55 & 0.29245 & 139 \\
80 & 500 & 0.51691 & 261 & 0.02777 & 29 & 0.06342 & 44 & 0.17192 & 128 \\
90 & 500 & 0.482 & 247 & 0.06824 & 30 & 0.16114 & 50 & 0.13822 & 105 \\
100 & 500 & 0.44218 & 259 & 0.04769 & 39 & 0.09091 & 61 & 0.14085 & 111 \\
10 & 500 & 0.94164 & 322 & 0.6867 & 172 & 0.71362 & 186 & 0.72126 & 289 \\
20 & 500 & 1.14893 & 313 & 0.47588 & 134 & 0.61124 & 147 & 0.4609 & 177 \\
30 & 500 & 0.83353 & 282 & 0.45984 & 127 & 0.19008 & 135 & 0.57389 & 239 \\
40 & 500 & 0.55677 & 279 & 0.24358 & 91 & 0.32516 & 130 & 0.28528 & 176 \\
50 & 500 & 0.49055 & 271 & 0.34959 & 89 & 0.19768 & 89 & 0.38176 & 185 \\
60 & 500 & 0.69913 & 284 & 0.18357 & 84 & 0.24606 & 89 & 0.27038 & 140 \\
70 & 500 & 0.45113 & 288 & 0.2082 & 70 & 0.11774 & 79 & 0.17868 & 127 \\
80 & 500 & 0.32171 & 272 & 0.15279 & 67 & 0.10152 & 59 & 0.22333 & 134 \\
90 & 500 & 0.51997 & 245 & 0.05759 & 28 & 0.03809 & 26 & 0.32066 & 199 \\
100 & 500 & 0.64615 & 268 & 0.08348 & 40 & 0.0038 & 3 & 0.16144 & 119 \\
10 & 500 & 0.84447 & 295 & 0.81228 & 171 & 0.80316 & 175 & 0.44305 & 186 \\
20 & 500 & 0.86915 & 311 & 0.46346 & 139 & 0.52266 & 168 & 0.45884 & 207 \\
30 & 500 & 0.81022 & 312 & 0.50066 & 135 & 0.2871 & 128 & 0.4591 & 242 \\
40 & 500 & 0.8108 & 297 & 0.3735 & 122 & 0.29099 & 114 & 0.32464 & 191 \\
50 & 500 & 0.51037 & 294 & 0.29225 & 84 & 0.22724 & 109 & 0.29318 & 144 \\
60 & 500 & 0.41006 & 293 & 0.40804 & 114 & 0.09206 & 61 & 0.24537 & 140 \\
70 & 500 & 0.92034 & 298 & 0.16376 & 63 & 0.10944 & 72 & 0.20498 & 135 \\
80 & 500 & 0.43745 & 280 & 0.14634 & 66 & 0.04759 & 32 & 0.19091 & 126 \\
90 & 500 & 0.99202 & 266 & 0.0464 & 37 & 0.11311 & 78 & 0.15525 & 110 \\
100 & 500 & 0.52986 & 373 & 0.08784 & 40 & 0.13064 & 60 & 0.1594 & 114 \\
10 & 500 & 0.79555 & 318 & 0.80495 & 176 & 0.73524 & 183 & 0.6313 & 269 \\
20 & 500 & 0.70039 & 308 & 0.53866 & 148 & 0.5046 & 155 & 0.2725 & 171 \\
30 & 500 & 0.70563 & 310 & 0.44799 & 125 & 0.24116 & 115 & 0.3979 & 182 \\
40 & 500 & 0.64467 & 261 & 0.30064 & 96 & 0.36289 & 104 & 0.28942 & 161 \\
50 & 500 & 0.61922 & 283 & 0.25471 & 100 & 0.12919 & 87 & 0.26162 & 121 \\
60 & 500 & 0.39869 & 276 & 0.14324 & 62 & 0.21201 & 91 & 0.424 & 186 \\
70 & 500 & 0.41492 & 260 & 0.26526 & 78 & 0.08299 & 57 & 0.23803 & 137 \\
80 & 500 & 0.37254 & 292 & 0.18071 & 81 & 0.07801 & 54 & 0.26545 & 152 \\
90 & 500 & 1.07627 & 367 & 0.14779 & 43 & 0.08046 & 53 & 0.19207 & 109 \\
100 & 500 & 0.4625 & 278 & 0.00553 & 6 & 0.0587 & 39 & 0.19241 & 138 \\
10 & 500 & 0.99125 & 303 & 0.70994 & 166 & 0.41489 & 156 & 0.58379 & 212 \\
20 & 500 & 0.70013 & 301 & 0.52022 & 140 & 0.67609 & 151 & 0.56393 & 204 \\
30 & 500 & 0.78183 & 273 & 0.4777 & 123 & 0.248 & 139 & 0.39614 & 187 \\
40 & 500 & 0.59083 & 282 & 0.26866 & 88 & 0.22004 & 106 & 0.32988 & 175 \\
50 & 500 & 0.79448 & 289 & 0.40112 & 101 & 0.24958 & 116 & 0.26423 & 156 \\
60 & 500 & 0.61109 & 257 & 0.23572 & 59 & 0.10583 & 72 & 0.19506 & 137 \\
70 & 500 & 0.90385 & 283 & 0.16745 & 54 & 0.10975 & 71 & 0.20916 & 147 \\
80 & 500 & 0.77314 & 273 & 0.15904 & 59 & 0.09442 & 62 & 0.13842 & 101 \\
90 & 500 & 0.31335 & 264 & 0.10354 & 28 & 0.08118 & 52 & 0.16489 & 122 \\
100 & 500 & 0.5405 & 261 & 0.02935 & 11 & 0.02154 & 17 & 0.21206 & 129 \\
10 & 600 & 0.96977 & 338 & 1.0131 & 213 & 0.78512 & 191 & 0.57764 & 237 \\
20 & 600 & 1.03881 & 339 & 0.5483 & 157 & 0.39445 & 175 & 0.4909 & 206 \\
30 & 600 & 0.81959 & 302 & 0.46559 & 149 & 0.36741 & 166 & 0.49416 & 196 \\
40 & 600 & 0.78856 & 303 & 0.3813 & 134 & 0.2245 & 153 & 0.50104 & 215 \\
50 & 600 & 0.61876 & 302 & 0.37177 & 116 & 0.17513 & 96 & 0.3379 & 180 \\
60 & 600 & 0.52222 & 289 & 0.26304 & 99 & 0.16212 & 114 & 0.3038 & 164 \\
70 & 600 & 0.62721 & 276 & 0.16748 & 68 & 0.09401 & 67 & 0.47237 & 216 \\
80 & 600 & 0.38409 & 285 & 0.17057 & 65 & 0.11445 & 76 & 0.18165 & 133 \\
90 & 600 & 0.44878 & 278 & 0.03635 & 26 & 0.06607 & 43 & 0.14264 & 108 \\
100 & 600 & 0.77982 & 290 & 0.02655 & 18 & 0.00084 & 1 & 0.16305 & 115 \\
10 & 600 & 0.9001 & 298 & 0.96195 & 207 & 0.90322 & 217 & 0.52337 & 237 \\
20 & 600 & 0.98354 & 314 & 0.47189 & 169 & 0.67443 & 178 & 0.3865 & 199 \\
30 & 600 & 0.66705 & 294 & 0.37494 & 160 & 0.41068 & 134 & 0.42904 & 205 \\
40 & 600 & 0.85192 & 294 & 0.23146 & 107 & 0.23815 & 143 & 0.36347 & 191 \\
