DS-CC UNT 6.1 & 26 & 103 & 14 & 9 & 47 & 4 \\
DS-CC UNT 6.2 & 26 & 60 & 9 & 5 & 26 & 2 \\
DS-CC UNT 6.3 & 26 & 56 & 11 & 4 & 22 & 3 \\
DS-CC UNT 6.4 & 26 & 119 & 13 & 11 & 37 & 1 \\
DS-CC UNT 6.5 & 26 & 65 & 10 & 3 & 20 & 5 \\
DS-CC UNT 6.6 & 26 & 85 & 17 & 8 & 36 & 3 \\
DS-CC UNT 6.7 & 26 & 86 & 14 & 8 & 33 & 3 \\
DS-CC UNT 7.1 & 26 & 127 & 22 & 9 & 42 & 8 \\
DS-CC UNT 7.2 & 26 & 153 & 18 & 14 & 80 & 2 \\
DS-CC UNT 7.3 & 26 & 187 & 23 & 15 & 76 & 7 \\
DS-CC UNT 7.4 & 26 & 80 & 11 & 6 & 22 & 1 \\
DS-CC UNT 7.5 & 26 & 119 & 22 & 13 & 76 & 7 \\
DS-CC UNT 7.6 & 26 & 133 & 15 & 7 & 32 & 5 \\
DS-CC UNT 7.7 & 26 & 133 & 16 & 7 & 35 & 2 \\
DS-CC UNT 8.1 & 27 & 129 & 19 & 9 & 39 & 7 \\
DS-CC UNT 8.2 & 27 & 57 & 8 & 7 & 27 & 3 \\
DS-CC UNT 8.3 & 27 & 182 & 26 & 13 & 61 & 11 \\
DS-CC UNT 8.4 & 27 & 178 & 26 & 20 & 111 & 2 \\
DS-CC UNT 8.5 & 27 & 172 & 18 & 7 & 38 & 8 \\
DS-CC UNT 8.6 & 27 & 185 & 21 & 28 & 142 & 3 \\
DS-CC UNT 8.7 & 27 & 178 & 25 & 21 & 86 & 1 \\
DS-CC UNT 9.1 & 27 & 155 & 20 & 11 & 50 & 5 \\
DS-CC UNT 9.2 & 27 & 42 & 7 & 7 & 28 & 1 \\
DS-CC UNT 9.3 & 27 & 205 & 26 & 12 & 55 & 4 \\
DS-CC UNT 9.4 & 27 & 210 & 29 & 25 & 138 & 10 \\
DS-CC UNT 9.5 & 27 & 178 & 17 & 9 & 43 & 5 \\
DS-CC UNT 9.6 & 27 & 68 & 6 & 7 & 26 & 1 \\
DS-CC UNT 9.7 & 27 & 102 & 10 & 10 & 38 & 1 \\
