47 & DS-CC UNT 8.1 & 23 & 85,19 & 27 & 3 & 0,63 & 475 \\
48 & DS-CC UNT 8.3 & 13 & 48,15 & 27 & 251 & 39,28 & 639 \\
49 & DS-CC UNT 8.4 & 16 & 59,26 & 27 & 3 & 0,42 & 718 \\
50 & DS-CC UNT 8.5 & 17 & 62,96 & 27 & 8 & 1,43 & 560 \\
51 & DS-CC UNT 8.6 & 21 & 77,78 & 27 & 38 & 6,25 & 608 \\
52 & DS-CC UNT 8.7 & 19 & 70,37 & 27 & 156 & 22,77 & 685 \\
53 & DS-CC UNT 9.1 & 20 & 74,07 & 27 & 2 & 0,37 & 538 \\
54 & DS-CC UNT 9.2 & 15 & 55,56 & 27 & 1 & 0,76 & 131 \\
55 & DS-CC UNT 9.3 & 13 & 48,15 & 27 & 24 & 3,10 & 775 \\
56 & DS-CC UNT 9.4 & 17 & 62,96 & 27 & 285 & 31,60 & 902 \\
57 & DS-CC UNT 9.5 & 18 & 66,67 & 27 & 32 & 6,08 & 526 \\
58 & DS-CC UNT 9.6 & 16 & 59,26 & 27 & 4 & 2,37 & 169 \\
59 & DS-CC UNT 9.7 & 14 & 51,85 & 27 & 61 & 21,79 & 280 \\
60 & DS-CC UNT 10.1 & 15 & 62,50 & 24 & 3 & 0,57 & 527 \\
61 & DS-CC UNT 10.2 & 17 & 70,83 & 24 & 3 & 1,06 & 282 \\
62 & DS-CC UNT 10.3 & 21 & 87,50 & 24 & 3 & 2,80 & 107 \\
63 & DS-CC UNT 10.4 & 13 & 54,17 & 24 & 1 & 0,34 & 291 \\
64 & DS-CC UNT 10.5 & 18 & 75,00 & 24 & 253 & 39,04 & 648 \\
65 & DS-CC UNT 10.6 & 18 & 75,00 & 24 & 4 & 0,80 & 503 \\
66 & DS-CC UNT 10.7 & 20 & 83,33 & 24 & 3 & 2,05 & 146 \\
67 & DS-CC UNT 11.1 & 19 & 63,33 & 30 & 1 & 0,12 & 814 \\
68 & DS-CC UNT 11.1 & 15 & 50,00 & 30 & 2 & 0,59 & 340 \\
69 & DS-CC UNT 11.2 & 14 & 46,67 & 30 & 18 & 10,65 & 169 \\
70 & DS-CC UNT 11.3 & 16 & 53,33 & 30 & 5 & 1,01 & 494 \\
71 & DS-CC UNT 11.4 & 18 & 60,00 & 30 & 2 & 0,53 & 375 \\
72 & DS-CC UNT 11.5 & 17 & 56,67 & 30 & 1 & 0,19 & 538 \\
73 & DS-CC UNT 11.6 & 19 & 63,33 & 30 & 1 & 0,34 & 298 \\
74 & DS-CC UNT 11.7 & 17 & 56,67 & 30 & 102 & 15,18 & 672 \\
75 & DS-CC UNT 11.8 & 15 & 50,00 & 30 & 121 & 16,49 & 734 \\
76 & DS-CC UNT 11.9 & 14 & 46,67 & 30 & 238 & 30,91 & 770 \\
77 & DS-CC UNT 12.1 & 17 & 60,71 & 28 & 154 & 48,28 & 319 \\
78 & DS-CC UNT 12.1 & 17 & 60,71 & 28 & 1 & 0,35 & 289 \\
79 & DS-CC UNT 12.2 & 21 & 75,00 & 28 & 225 & 37,38 & 602 \\
80 & DS-CC UNT 12.3 & 12 & 42,86 & 28 & 22 & 29,33 & 75 \\
81 & DS-CC UNT 12.4 & 15 & 53,57 & 28 & 28 & 3,12 & 898 \\
82 & DS-CC UNT 12.5 & 19 & 67,86 & 28 & 1 & 0,18 & 547 \\
83 & DS-CC UNT 12.6 & 15 & 53,57 & 28 & 138 & 22,48 & 614 \\
84 & DS-CC UNT 12.7 & 13 & 46,43 & 28 & 47 & 23,50 & 200 \\
85 & DS-CC UNT 12.8 & 15 & 53,57 & 28 & 176 & 26,39 & 667 \\
86 & DS-CC UNT 12.9 & 18 & 64,29 & 28 & 617 & 63,15 & 977 \\
